id,Exited
165034,0.03227966100531821
165035,0.7991134208141754
165036,0.03643159675778228
165037,0.20153072353860257
165038,0.368640446666423
165039,0.0788741319292153
165040,0.05322246794682484
165041,0.11541218365406478
165042,0.5986152676034667
165043,0.013471312378446633
165044,0.09995643429548592
165045,0.032846163559847825
165046,0.02188967346978689
165047,0.2164173870641818
165048,0.6212071355600587
165049,0.07280255138485109
165050,0.03334640604238198
165051,0.35001495351162915
165052,0.024451574671919697
165053,0.07327095892276185
165054,0.023174637427571067
165055,0.1107606694186668
165056,0.2327362092804645
165057,0.007956642502225234
165058,0.4873878170011121
165059,0.11901734503001296
165060,0.9433844662937823
165061,0.47925060238709627
165062,0.2065492088141559
165063,0.38837954688891213
165064,0.02753342845257971
165065,0.05113066627731013
165066,0.12396207247310911
165067,0.16351009523099183
165068,0.038294580864134335
165069,0.010524692240577213
165070,0.7468005809459493
165071,0.036285074368471844
165072,0.09921138315087394
165073,0.8970807397550924
165074,0.5116406358579044
165075,0.1857899165164027
165076,0.13588040439309848
165077,0.011432176917261845
165078,0.35215665981747046
165079,0.24325932072234618
165080,0.013870093680436086
165081,0.03241922037422666
165082,0.008016974435315252
165083,0.46693524904739137
165084,0.0458837586831189
165085,0.008613798221411048
165086,0.017980910975567494
165087,0.5031344709505333
165088,0.03518613857002606
165089,0.14435221390702196
165090,0.08613387795644051
165091,0.024118424299207554
165092,0.033504309002151934
165093,0.13393910584917712
165094,0.020773653565974187
165095,0.15437714703785316
165096,0.24869434486126374
165097,0.15853984777604294
165098,0.041260515194822066
165099,0.014304216074729887
165100,0.8623635102044983
165101,0.04153072099657563
165102,0.06882704206589663
165103,0.02864310527654424
165104,0.16421385483604795
165105,0.5112570045519922
165106,0.3579567104068226
165107,0.07528419646231131
165108,0.030035493866943645
165109,0.38271093437190434
165110,0.08017483995580701
165111,0.06005528013116511
165112,0.09494916640087493
165113,0.03289006908329848
165114,0.019573143143333683
165115,0.028441172813646876
165116,0.41546985188091606
165117,0.03694328147025487
165118,0.3311859590804617
165119,0.1379809014121077
165120,0.09798183491056171
165121,0.37433854710915243
165122,0.260344244540557
165123,0.06322092533826407
165124,0.2544098566993002
165125,0.02790897868286306
165126,0.04673103773062162
165127,0.019150536100795357
165128,0.018485416059326132
165129,0.02299712245895775
165130,0.934672234559316
165131,0.021478178412557752
165132,0.29077609321410214
165133,0.10809008338910432
165134,0.014733808366185727
165135,0.05929076449302533
165136,0.008842132630693646
165137,0.4040352485379682
165138,0.6507452610556682
165139,0.6585793975052922
165140,0.12976124746050627
165141,0.03405092522526361
165142,0.007932984016266752
165143,0.11622436034898377
165144,0.19433767464815171
165145,0.5224092243036105
165146,0.18002638907648147
165147,0.06643629077843748
165148,0.08141974823973801
165149,0.04337061030321224
165150,0.018025468404208014
165151,0.7718125144440862
165152,0.5225537378822853
165153,0.04816556880158236
165154,0.028348688653547623
165155,0.03488535995332487
165156,0.011133896843602066
165157,0.04384121637822042
165158,0.4832248721119023
165159,0.1282051398510122
165160,0.06244305941697399
165161,0.022284216314393833
165162,0.7516936847018907
165163,0.02749503205982005
165164,0.028445460809979055
165165,0.10539761923324531
165166,0.955191172265859
165167,0.04136530192490792
165168,0.04656868799746747
165169,0.10253554301393518
165170,0.0888458300409443
165171,0.07265300037556367
165172,0.5179648813349336
165173,0.1436172633908371
165174,0.02420232341170304
165175,0.12789645851492962
165176,0.02404180757604828
165177,0.0560070358513238
165178,0.5086575862051306
165179,0.6089478089673043
165180,0.03637670540157115
165181,0.8960704831473881
165182,0.1151886382051941
165183,0.03338783533351818
165184,0.05400412306888221
165185,0.046913657100092994
165186,0.013037112465839317
165187,0.9652736154683966
165188,0.9416966625294129
165189,0.0229543686072009
165190,0.015926617696051443
165191,0.11879029133878444
165192,0.16751529834015247
165193,0.14143118955718245
165194,0.27892385884728665
165195,0.11428959171645059
165196,0.281103965285776
165197,0.8299280942195979
165198,0.5691709083793116
165199,0.07130131103754833
165200,0.3300378844217626
165201,0.6759959997950346
165202,0.7792313167260334
165203,0.7366338698042837
165204,0.6389048266715589
165205,0.02339909916872719
165206,0.12275880469262727
165207,0.06212028336253382
165208,0.020008560673030418
165209,0.19800645579748216
165210,0.4338702085586099
165211,0.9188503659271108
165212,0.05143784176069519
165213,0.029039442537562948
165214,0.9130527488629011
165215,0.3286055412586273
165216,0.055147868313486205
165217,0.006697700842439841
165218,0.01541371796667746
165219,0.8458290558147921
165220,0.2733008443627911
165221,0.08004364325431067
165222,0.22107674979059613
165223,0.07987326713949111
165224,0.03504705708998218
165225,0.9204125506301128
165226,0.771495674573436
165227,0.18180622217118597
165228,0.1950737959559151
165229,0.3239204041445234
165230,0.9491612143355161
165231,0.022052104410055538
165232,0.008162183788771264
165233,0.056085260744987556
165234,0.13730161773460925
165235,0.01636229943829491
165236,0.58810880784149
165237,0.015543395989658088
165238,0.13494090292115846
165239,0.03590201470639801
165240,0.012787633934460703
165241,0.014010263304963678
165242,0.2789766325474521
165243,0.03234775149991547
165244,0.49478256517474994
165245,0.010702664614825132
165246,0.03951244919415245
165247,0.027772520782464012
165248,0.04243351068921493
165249,0.24066700435933105
165250,0.016711589315183555
165251,0.012616270409893333
165252,0.24039039809139415
165253,0.25320909203849273
165254,0.01764991834408616
165255,0.10917643909582436
165256,0.24569063258191
165257,0.03485550726887687
165258,0.7432921082242987
165259,0.3764480900644605
165260,0.7077282830842645
165261,0.8755028452178074
165262,0.4945634700243147
165263,0.014414102651860054
165264,0.038646322587334594
165265,0.03757110051369386
165266,0.009866366489834997
165267,0.3673137076667524
165268,0.1525351295325308
165269,0.6295203306735829
165270,0.31804236623388493
165271,0.035564166689185245
165272,0.9725630646170119
165273,0.0777286660331645
165274,0.06419500141751892
165275,0.18311369699298147
165276,0.14812240052321368
165277,0.2868738945282601
165278,0.9058164500088409
165279,0.15049479147968228
165280,0.0272517035210366
165281,0.015832827655179616
165282,0.14408641320929325
165283,0.008408820753334873
165284,0.3240942060587236
165285,0.12597174896494515
165286,0.08745479964500168
165287,0.02113088654172411
165288,0.03917599001281496
165289,0.06220792009344659
165290,0.02672553691120979
165291,0.024982269155384103
165292,0.10470239723148032
165293,0.5978868389189985
165294,0.009201103563205896
165295,0.14721336736556995
165296,0.05506123917497283
165297,0.030053263325985326
165298,0.02621983464252499
165299,0.05531329759813478
165300,0.5051919108156522
165301,0.09124897843572366
165302,0.2914975647786159
165303,0.05957994355734638
165304,0.010371713631110486
165305,0.007550715928494654
165306,0.026270524399517076
165307,0.14961403064881465
165308,0.048227537835312785
165309,0.1308406699403697
165310,0.11853975526967622
165311,0.10048421067879983
165312,0.8184636693252172
165313,0.02756277932281029
165314,0.0356394793361257
165315,0.202501747042933
165316,0.16546095558222151
165317,0.008158957961468651
165318,0.6945963634553044
165319,0.0900676226890729
165320,0.034978666904193184
165321,0.1298696685509898
165322,0.07739532242653113
165323,0.058098608603202026
165324,0.12530972647353372
165325,0.2507627122370748
165326,0.3856804001097042
165327,0.1446954552905367
165328,0.1305439569540405
165329,0.017718389344030094
165330,0.07353688437916073
165331,0.07838568316829313
165332,0.6308142338061259
165333,0.02428371839404697
165334,0.008716089126305485
165335,0.026024179120963838
165336,0.19355959169048345
165337,0.17086591794554432
165338,0.29065516681984943
165339,0.1769425605860294
165340,0.09573538600349539
165341,0.04954779916448434
165342,0.023121913745285865
165343,0.0073142026404414235
165344,0.10386739707270251
165345,0.06622955334569654
165346,0.9409029896044981
165347,0.2935594154983491
165348,0.07012249534955137
165349,0.07090775578131091
165350,0.007197687895926929
165351,0.16217411919468458
165352,0.03928379956372168
165353,0.019854771231692908
165354,0.10747167513193973
165355,0.11965549425807646
165356,0.025935585119764726
165357,0.04764856609157379
165358,0.09474123704572986
165359,0.037721475198064715
165360,0.8510940994355315
165361,0.058756688492488135
165362,0.3412731277012806
165363,0.15438373478211626
165364,0.022803648838755575
165365,0.9046755825659331
165366,0.007852098595883995
165367,0.19626011571271343
165368,0.13642722242593947
165369,0.5959623524471425
165370,0.25754683543233964
165371,0.008977219504417731
165372,0.06983418214376834
165373,0.02790258850769378
165374,0.6929708569235523
165375,0.05401907327105435
165376,0.021076944401798175
165377,0.007389839323278529
165378,0.15334178508273225
165379,0.03967092271811147
165380,0.12202660741141633
165381,0.08343057020932167
165382,0.008207645010140352
165383,0.013894095978050913
165384,0.041651961011217285
165385,0.1626591974548425
165386,0.7878063512674746
165387,0.013243817183818164
165388,0.18494948732671096
165389,0.12747919895657536
165390,0.5583650923974102
